type,title,cast,release_year,listed_in,Plataforma,seasson_quantity,movie_duration
Movie,Seven Souls in the Skull Castle: Season Moon Jogen,"Sota Fukushi, Taichi Saotome, Shohei Miura, Kenta Suga, Soichi Hirama, Shoko Takada, Ikkei Watanabe",2017,"Action & Adventure, Dramas, International Movies",netflix,0,204
Movie,Seven Souls in the Skull Castle: Season Moon Kagen,"Mamoru Miyano, Hiroki Suzuki, Tomoki Hirose, Ryo Kimura, Kodai Matsuoka, Aki Hano, Tetsuya Chiba",2017,"Action & Adventure, Dramas, International Movies",netflix,0,212
Movie,Sniper: Legacy,"Tom Berenger, Chad Michael Collins, Doug Allen, Dominic Mafham, Mercedes Mason, Mark Lewis Jones, Nestor Serrano, Dennis Haysbert, Alex Roe, Yana Marinova",2014,Action & Adventure,netflix,0,98
Movie,Starsky & Hutch,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",2004,"Action & Adventure, Comedies",netflix,0,101
Movie,Streets of Fire,"Michael Paré, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving",1984,"Action & Adventure, Classic Movies, Cult Movies",netflix,0,94
Movie,Super Monsters: Once Upon a Rhyme,"Elyse Maloway, Vincent Tong, Andrea Libman, Alessandro Juliani, Nicole Anthony, Erin Mathews, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Ian James Corlett, Britt McKillip",2021,Children & Family Movies,netflix,0,25
Movie,Swordfish,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",2001,Action & Adventure,netflix,0,99
TV Show,The Adventures of Sonic the Hedgehog,"Jaleel White, Long John Baldry, Garry Chalk",1993,Kids' TV,netflix,0,0
Movie,The Four Seasons,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda",1981,"Comedies, Romantic Movies",netflix,0,108
Movie,The Girl King,"Malin Buska, Sarah Gadon, Michael Nyqvist, Lucas Bryant, Laura Birn, Hippolyte Girardot, Peter Lohmeyer, François Arnaud, Patrick Bachau, Ville Virtanen, Martina Gedeck",2015,"Dramas, International Movies, LGBTQ Movies",netflix,0,106
Movie,The Interpreter,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen, Yvan Attal, Earl Cameron, George Harris, Michael Wright, Clyde Kusatsu, Eric Keenleyside, Hugo Speer",2005,Thrillers,netflix,0,128
Movie,The Meddler,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael McKean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",2015,"Comedies, Dramas, Independent Movies",netflix,0,104
Movie,The Mirror Has Two Faces,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",1996,"Comedies, Dramas, Romantic Movies",netflix,0,127
Movie,The Outlaw Josey Wales,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",1976,"Action & Adventure, Classic Movies",netflix,0,136
TV Show,The Platform,"Maxim Khalil, Abdulmohsen Alnemr, Samr Ismaiel, Khaled Alkeesh, Samar Sami, Salloum Haddad, Ahmad Aljasmii, Khaled El Sayed, Yaser Alneyadi, Leen Gherra, Dean Cain, Moatasem Alnahar, Mahira Abdelaziz",2021,"International TV Shows, TV Dramas, TV Mysteries",netflix,3,0
Movie,The Wedding Guest,"Dev Patel, Radhika Apte, Jim Sarbh",2018,"Dramas, Romantic Movies, Thrillers",netflix,0,97
Movie,The Wind,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",2019,Horror Movies,netflix,0,88
Movie,Then Came You,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",2019,"Comedies, Dramas, Independent Movies",netflix,0,97
Movie,Welcome Home,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",2018,Thrillers,netflix,0,97
TV Show,Dirty John,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",2020,"Crime TV Shows, TV Dramas, TV Mysteries",netflix,2,0
Movie,Bo Burnham: Inside,Bo Burnham,2021,Stand-Up Comedy,netflix,0,88
Movie,One Lagos Night,"Frank Donga, Gold Ikponmwosa, Ali Nuhu, Eniola Badmus, Ogbolor, Genoveva Umeh, Gbubemi Ejeye, Ajayi Akorede, Serge Noujaim",2021,"Comedies, International Movies",netflix,0,103
Movie,Collateral Beauty,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",2016,Dramas,netflix,0,97
Movie,Dog Gone Trouble,"Big Sean, Pamela Adlon, Lucy Hale, Marissa Jaret Winokur, Wilmer Valderrama, Joel McHale, Seth Rollins, Damon Wayans Jr., Olivia Holt, Carlos PenaVega",2021,"Children & Family Movies, Comedies",netflix,0,88
TV Show,The Kominsky Method,"Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Emily Osment, Graham Rogers, Jenna Lyng Adams, Ashleigh LaThrop, Melissa Tang, Casey Thomas Brown, Ann-Margret, Danny DeVito",2021,"TV Comedies, TV Dramas",netflix,3,0
TV Show,The Least Expected Day: Inside the Movistar Team 2019,Sin dato,2021,"Docuseries, International TV Shows, Spanish-Language TV Shows",netflix,2,0
TV Show,Word of Honor,"Zhang Zhehan, Gong Jun, Zhou Ye, Asher Ma, Sun Xilun, Chen Zihan, Rolling Wang, Zhang Yonggang, Li Daikun, Huang Youming, Damon Guo",2021,"International TV Shows, TV Action & Adventure, TV Dramas",netflix,0,0
TV Show,Black Space,"Guri Alfi, Shai Avivi, Assi Levy, Reut Alush, Meirav Shirom, Yoav Rotman, Liana Ayoun, Noam Karmeli, Hadas Jade Sakori, Yehonatan Vilozny, Gily Itskovitch, Oneg Efron, Suzanna Papian, Ori Biton, Nir Hasdai, Leib Lev Levin, Eyal Shikratzi",2021,"Crime TV Shows, International TV Shows, TV Dramas",netflix,0,0
Movie,Blue Miracle,"Jimmy Gonzales, Dennis Quaid, Anthony Gonzalez, Bruce McGill, Raymond Cruz, Nathan Arenas, Miguel Angel Garcia, Isaac Arellanes, Steve Gutierrez, Dana Wheeler-Nicholson, Fernanda Urrejola, Silverio Palacios",2021,"Children & Family Movies, Dramas, Faith & Spirituality",netflix,0,97
TV Show,Eden,"Marika Kono, Kentaro Ito, Kyoko Hikami, Tarusuke Shingaki, Koichi Yamadera, Yuuki Kuwahara, Yuhko Kaida, Ruby Rose Turner, David Tennant, Rosario Dawson, JP Karliak, Neil Patrick Harris, Cassandra Lee Morris, Julie Nathanson",2021,"Anime Series, International TV Shows",netflix,0,0
Movie,Ghost Lab,"Thanapob Leeratanakachorn, Paris Intarakomalyasut, Nuttanicha Dungwattanawanich, Suquan Bulakul, Rachanee Siralert, Chaleeda Gilbert, Nuttawut Jenmana, Alanta Potjes, Anchuleeon Buagaew, Jinjuta Rattanaburi",2021,"Horror Movies, International Movies, Thrillers",netflix,0,118
TV Show,Ragnarok,"David Stakston, Jonas Strand Gravli, Herman Tømmeraas, Theresa Frostad Eggesbø, Emma Bones, Henriette Steenstrup, Gísli Örn Garðarsson, Synnøve Macody Lund, Ylva Thedin Bjørkaas, Odd-Magnus Williamson",2021,"International TV Shows, TV Action & Adventure, TV Dramas",netflix,2,0
Movie,Soy Rada: Serendipity,Agustín Aristarán,2021,Stand-Up Comedy,netflix,0,70
Movie,The Day I lost My Shadow,"Sawsan Arsheed, Reham Kassar, Samer Ismael, Owiss Mokhallati, Hanane Hajj Ali, Yassin Albokhari, Yamam Al Hassan, Noor Maghout, Mohammad Alsayyed Ali, Mostafa Alkar, Amal Assaf, Madonna Adib, Marwa Almassri, Abdel Nasser Maraqbi",2018,"Dramas, Independent Movies, International Movies",netflix,0,91
Movie,Baggio: The Divine Ponytail,"Andrea Arcangeli, Valentina Bellè, Andrea Pennacchi, Antonio Zavatteri, Anna Ferruzzo, Riccardo Goretti, Thomas Trabacchi, Marc Clotet, Martufello",2021,"Dramas, International Movies, Sports Movies",netflix,0,92
Movie,Gatao - The Last Stray,"Cheng Jen-shuo, Nikki Hsieh, Jack Kao, Lung Shao-hua, Alan Kuo, Alex Ko, Huang Shang-ho, Gary Tang, Chang Zhang-xing, Panda Wu, Samuel Ku, Justin Sheng",2021,"Action & Adventure, Dramas, International Movies",netflix,0,120
TV Show,High on the Hog: How African American Cuisine Transformed America,Sin dato,2021,Docuseries,netflix,0,0
TV Show,JoJo's Bizarre Adventure,"Kazuyuki Okitsu, Tomokazu Sugita, Daisuke Ono, Unsho Ishizuka, Kensho Ono, Takehito Koyasu, Yoku Shioya, Yoji Ueda, Ayako Kawasumi, Takuya Sato, Atsuko Tanaka, Atsushi Imaruoka, Daisuke Hirakawa, Fuminori Komatsu, Kenta Miyake, Misato Fukuen, Yuki Kaji, Wataru Takagi, Takahiro Sakurai, Yuichi Nakamura, Junichi Suwabe, Kohsuke Toriumi, Daiki Yamashita, Junya Enoki",2016,"Anime Series, International TV Shows",netflix,3,0
Movie,Nail Bomber: Manhunt,Sin dato,2021,"Documentaries, International Movies",netflix,0,73
Movie,A Place in the Stars,"Gideon Okeke, Dejumo Lewis, Segun Arinze, Amaka Mgbor, Mathilda Obaseki, Yemi Blaque, Lantana Ahmed, Patrick Otoro, Femi Brach, Ladi Alpha",2014,"Dramas, International Movies, Thrillers",netflix,0,110
Movie,Home,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",2015,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",netflix,0,94
TV Show,Mad for Each Other,"Jung Woo, Oh Yeon-seo, Baik Ji-won, Lee Hye-eun, Lee Yeon-doo, Lee Su-hyun, An Woo-yeon",2021,"International TV Shows, Romantic TV Shows, TV Comedies",netflix,0,0
TV Show,Master of None,"Aziz Ansari, Noël Wells, Eric Wareheim, Lena Waithe, Kelvin Yu, Fatima Ansari, Shoukath Ansari, Alessandra Mastronardi, Bobby Cannavale",2021,"TV Comedies, TV Dramas",netflix,3,0
Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,Sam Smith,2020,"International Movies, Music & Musicals",netflix,0,61
Movie,99 Songs,"Ehan Bhat, Edilsy Vargas, Manisha Koirala, Lisa Ray, Tenzin Dalha, Warina Hussain, Ranjit Barot, Neel Tyagi, Rahul Ram, Diwakar Pundir",2021,"Dramas, International Movies, Music & Musicals",netflix,0,131
Movie,99 Songs (Tamil),Sin dato,2021,"Dramas, International Movies, Music & Musicals",netflix,0,131
Movie,99 Songs (Telugu),Sin dato,2021,"Dramas, International Movies, Music & Musicals",netflix,0,131
Movie,Army of the Dead,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",2021,"Action & Adventure, Horror Movies",netflix,0,148
Movie,Creating an Army of the Dead,Sin dato,2021,Documentaries,netflix,0,29
TV Show,Jurassic World Camp Cretaceous,"Paul-Mikél Williams, Jenna Ortega, Sean Giambrone, Kausar Mohammed, Ryan Potter, Raini Rodriguez, Jameela Jamil, Glen Powell",2021,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",netflix,3,0
Movie,Strain,"Okey Uzoeshi, Angel Unigwe, Nifemi Lawal, Alex Usifo, Gloria Anozie-Young, Shushu Abubakar, Aproko Doctor",2020,"Dramas, International Movies",netflix,0,107
TV Show,The Neighbor,"Quim Gutiérrez, Clara Lago, Adrián Pino, Catelina Sopelana",2021,"International TV Shows, Spanish-Language TV Shows, TV Comedies",netflix,2,0
Movie,678,"Maged El-Kidwani, Bassem Samra, Ahmed El Fishawy, Nelly Kariem, Boshra, Nahed El Sebaï, Marwa Mehran, Sawsan Badr, Omar El Saeed, Moataz Al-Demerdash",2009,"Dramas, Independent Movies, International Movies",netflix,0,99
Movie,Asmaa,"Hend Sabry, Maged El-Kidwani, Hany Adel, Sayed Rajab, Ahmed Kamal, Boutros Ghaly, Laila Ezz El Arab, Samia Asaad, Fatmah Adel, Mohamad Yones, Mohamed Abd El Azim",2011,"Dramas, International Movies",netflix,0,92
Movie,Hating Peter Tatchell,Sin dato,2020,"Documentaries, International Movies, LGBTQ Movies",netflix,0,91
Movie,Little Singham Future mein Satakli,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Saumya Daan, Sonal Kaushal, Sumriddhi Shukla",2021,"Children & Family Movies, Comedies",netflix,0,47
TV Show,Special,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle, Augustus Prew, Patrick Fabian",2021,TV Comedies,netflix,2,0
Movie,Spy Kids: All the Time in the World,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook, Jeremy Piven, Alexa PenaVega, Daryl Sabara, Ricky Gervais, Danny Trejo",2011,"Children & Family Movies, Comedies",netflix,0,88
Movie,Taxi No. 9211,"Nana Patekar, John Abraham, Sameera Reddy, Sonali Kulkarni, Shivaji Satham, Nassar Abdulla, Kurush Deboo, Smita Jaykar",2006,"Dramas, International Movies, Thrillers",netflix,0,116
Movie,Sabotage,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",2014,"Action & Adventure, Dramas",netflix,0,109
Movie,Small Town Crime,"John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",2017,Thrillers,netflix,0,92
Movie,The Last Days,Sin dato,1998,Documentaries,netflix,0,87
TV Show,The Magic School Bus,"Lily Tomlin, Daniel DeSanto, Erica Luttrell, Maia Filar, Lisa Yamanaka, Tara Meyer, Stuart Stone, Malcolm-Jamal Warner, Danny Tamberelli",1997,Kids' TV,netflix,0,0
TV Show,Who Killed Sara?,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones, Claudia Ramírez, Eugenio Siller, Juan Carlos Remolina, Ximena Lamadrid, Luis Roberto Guzmán, Leo Deluglio, Héctor Jiménez, Ana Lucía Domínguez, Iñaki Godoy, Polo Morín, Andrés Baida, Fátima Molina, Marco Zapata",2021,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",netflix,2,0
Movie,Amy Tan: Unintended Memoir,Amy Tan,2021,Documentaries,netflix,0,101
Movie,Sardar Ka Grandson,"Arjun Kapoor, Neena Gupta, Rakul Preet Singh, Kumud Mishra, Aditi Rao Hydari, John Abraham, Kanwaljeet Singh, Soni Razdan, Masood Akhtar, Divya Seth, Ravjeet Singh, Akashdeep Sabir",2021,"Comedies, Dramas, International Movies",netflix,0,140
Movie,Sleight,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito, Dulé Hill, Michael Villar, Brandon Johnson, Donzaleigh Abernathy, Jay Walker",2016,"Dramas, Independent Movies, Sci-Fi & Fantasy",netflix,0,89
Movie,Ahaan,"Arif Zakaria, Abuli Mamaji, Niharika Singh, Rajit Kapoor, Plabita Borthakur, Shilpa Mehta, Kaizaad Kotwal, Sonali Sachdev, Haresh Raut",2021,"Dramas, Independent Movies, International Movies",netflix,0,81
TV Show,Booba: Food Puzzle,"Artem Kretov, Elena Solovieva, Vyacheslav Kataev",2021,Kids' TV,netflix,0,0
Movie,Love or Money,"Angelica Panganiban, Coco Martin, Gelli de Belen, Ketchup Eusebio, Cai Cortez, Matet De Leon, Dante Rivero, Teresa Loyzaga, Norm Mcleod",2020,"Dramas, International Movies, Romantic Movies",netflix,0,116
TV Show,Alma Matters,Sin dato,2021,"Docuseries, International TV Shows",netflix,0,0
Movie,Cinema Bandi,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatapa, Uma Yg, Sirivennela Yanamandhala, Sindhu Sreenivasa Murthy",2021,"Comedies, Independent Movies, International Movies",netflix,0,99
Movie,Ferry,"Frank Lammers, Elise Schaap, Huub Stapel, Monic Hendrickx, Raymond Thiry, Maarten Heijmans, Yannick van de Velde",2021,"Dramas, International Movies, Thrillers",netflix,0,107
TV Show,Halston,"Ewan McGregor, Bill Pullman, Rebecca Dayan, David Pittu, Krysta Rodriguez, Rory Culkin, Vera Farmiga, Gian Franco Rodriguez, Sullivan Jones, Kelly Bishop, Dilone, James Waterston, Jason Kravits, Mary Beth Peil",2021,TV Dramas,netflix,0,0
TV Show,Haunted,Sin dato,2021,"Reality TV, TV Horror, TV Thrillers",netflix,3,0
Movie,I Am All Girls,"Erica Wessels, Hlubi Mboya, Deon Lotz, Brendon Daniels, Mothusi Magano",2021,"Dramas, International Movies, Thrillers",netflix,0,107
Movie,Jungle Beat: The Movie,"Ed Kear, David Menkin, Ina Marie Smith, John Guerrasio, David Rintoul, Gavin Peter, Lucy Montgomery, Florrie Wilkinson, Adam Neill, Jason Pennycooke",2021,"Children & Family Movies, Comedies",netflix,0,90
TV Show,"Love, Death & Robots","Topher Grace, Mary Elizabeth Winstead, Gary Cole, Samira Wiley, Daisuke Tsuji, Maurice LaMarche, Rebecca Riedy, Helen Sadler, Hayley McLaughlin, Time Winters, Elly Condron, Stefan Kapicic, Bruce Thomas, Jeff Berg, Aaron Himelstein, Carlos Alazraqui, Jill Talley, Brian Bloom, Chris Cox, Michael Benyaer, Fred Tatasciore, Scott Whyte, Josh Brener, Gary Anthony Williams, Chris Parnell, Graham Hamilton, Adam Bartley, Kevin Michael Richardson, Emma Thornett, Henry Douthwaite, Madeleine Knight, Rebecca Banatvala, Kirk Thornton, Yuri Lowenthal, Elaine Tan, Matthew Yang King, Gwendoline Yeo, Neil Kaplan, G.K. Bowes, Courtenay Taylor",2021,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy",netflix,2,0
TV Show,Move to Heaven,"Lee Je-hoon, Tang Jun-sang, Hong Seung-hee, Ji Jin-hee, Lim Won-hee, Choi Soo-young",2021,"International TV Shows, TV Dramas",netflix,0,0
Movie,Table Manners,"Diaan Lawrenson, Renate Stuurman, Neels Van Jaarsveld, Thabo Malema, John Lata, Fiona Ramsey, Jonathan Taylor, Julian Robinson",2018,"Comedies, Dramas, International Movies",netflix,0,104
TV Show,The Mystic River,"Jide Kosoko, Dele Odule, Lota Chukwu, Ben Touitou, Ayo Ewebiyi, Joke Muyiwa, Jude Chukwuka, Tonia Chukwurah, Folarin Agunbiade, Debby Felix, Bunmi Shogade",2020,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy",netflix,0,0
Movie,The Strange House,"León Orlandianyi, Benno Roßkopf, Julia Koschitz, Marii Weichsler, Lars Bitterlich, Michael Pink, Inge Maux, Elfriede Schüsseleder, Michael Somma, Finn Reiter, Markus Stubeier, Luca Streussnig",2020,"Horror Movies, International Movies, Thrillers",netflix,0,100
Movie,The Upshaws - The Afterparty,"David Spade, London Hughes, Fortune Feimster, Wanda Sykes, Mike Epps, Kim Fields",2021,Comedies,netflix,0,32
Movie,The Woman in the Window,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Jeanine Serralles, Mariah Bozeman, Julianne Moore",2021,"Dramas, Thrillers",netflix,0,102
TV Show,Castlevania,"Richard Armitage, James Callis, Graham McTavish, Alejandra Reynoso, Tony Amendola, Matt Frewer, Emily Swallow",2021,"Anime Series, TV Horror, TV Thrillers",netflix,4,0
Movie,Layer Cake,"Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan",2004,"Independent Movies, International Movies, Thrillers",netflix,0,105
Movie,Tottaa Pataaka Item Maal,"Shalini Vatsa, Chitrangada Chakraborty, Vinay Sharma, Sonal Joshi, Kritika Pande",2018,"Dramas, Independent Movies, International Movies",netflix,0,107
Movie,Wave of Cinema: Filosofi Kopi,"Maliq & D'Essentials, Fourtwnty, Gede Robi, Nadin Amizah, Ananda Badudu, Leanna Rachel, Rio Dewanto, Chicco Jerikho",2020,"Documentaries, International Movies, Music & Musicals",netflix,0,64
Movie,Dance of the Forty One,"Alfonso Herrera, Emiliano Zurita, Mabel Cadena, Fernando Becerril, Paulina Álvarez Muñoz",2021,"Dramas, Independent Movies, International Movies",netflix,0,99
Movie,Oxygen,"Mélanie Laurent, Mathieu Amalric, Malik Zidi",2021,"Dramas, International Movies, Thrillers",netflix,0,102
TV Show,The Upshaws,"Mike Epps, Wanda Sykes, Kim Fields, Page Kennedy, Diamond Lyons, Khali Daniya-Renee Spraggins, Jermelle Simon, Gabrielle Dennis, Journey Christine",2021,TV Comedies,netflix,0,0
TV Show,Use For My Talent,"Shen Yue, Jasper Liu, Dai Yunfan, Yan An, Su Mengdi, Huang Sirui, Charles Lin, Tan Quan, Xiao Ran",2021,"International TV Shows, Romantic TV Shows, TV Comedies",netflix,0,0
Movie,Dear Affy,"Kehinde Bankole, Enyinna Nwigwe, Williams Uchemba, Toyin Abraham, Bimbo Ademoye, Timini Egbuson, Uzor Arukwe, Bimbo Akintola, Faithia Williams, Odunlade Adekola, Teni Entertainer, Bianca Ugo",2020,"Comedies, Dramas, International Movies",netflix,0,126
Movie,Illegal Woman,"Daniel Faraldo, Isak Férriz, Yolanda Sey, Raquel Camón, Adeline Flaun, Klaudia Dudová, Boris Ruiz, Àngels Bassas, Ahmad Alhamsho, Abdel Aziz El Mountassir",2020,"Dramas, International Movies",netflix,0,119
TV Show,"Money, Explained",Sin dato,2021,Docuseries,netflix,0,0
Movie,Deadly Switch,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",2019,"Independent Movies, Thrillers",netflix,0,86
TV Show,Mine,"Lee Bo-young, Kim Seo-hyung, Lee Hyun-wook, Ok Ja-yeon, Cha Hak-yeon, Jeong E-suh, Park Hyuk-kwon, Park Won-sook",2021,"International TV Shows, TV Dramas",netflix,0,0
